Código;Capítulo;Subcapítulo;Residuo
19 10 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;10 | Residuos procedentes del fragmentado de residuos que contienen metales;19 10 02 | Residuos no férreos
19 10 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;10 | Residuos procedentes del fragmentado de residuos que contienen metales;19 10 04 | Fracciones ligeras de fragmentación (fluff-light) y polvo distintas de las especificadas en el código 19 10 03
19 10 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;10 | Residuos procedentes del fragmentado de residuos que contienen metales;19 10 06 | Otras fracciones distintas de las especificadas en el código 19 10 05
19 11 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;11 | Residuos de la regeneración de aceites;19 11 06 | Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código
19 11 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;11 | Residuos de la regeneración de aceites;19 11 99 | Residuos no especificados en otra categoría
19 12 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 01 | Papel y cartón
19 12 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 02 | Metales férreos
19 12 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 03 | Metales no férreos
19 12 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 04 | Plástico y caucho
19 12 05;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 05 | Vidrio
19 12 07;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 07 | Madera distinta de la especificada en el código 19 12 06
19 12 08;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 08 | Textiles
19 12 09;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 09 | Minerales (por ejemplo, arena, piedras)
19 12 10;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 10 | Residuos combustibles (combustible derivado de residuos)
19 12 12;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 12 | Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos, distintos de los especificados en el código 19 12 11
19 13 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;13 | Residuos de la recuperación de suelos y de aguas subterráneas;19 13 02 | Residuos sólidos de la recuperación de suelos distintos de los especificados en el código 19 13 01
19 13 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;13 | Residuos de la recuperación de suelos y de aguas subterráneas;19 13 04 | Lodos de la recuperación de suelos distintos de los especificados en el código 19 13 03
19 13 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;13 | Residuos de la recuperación de suelos y de aguas subterráneas;19 13 06 | Lodos de la recuperación de aguas subterráneas distintos de los especificados en el código 19 13 05
19 13 08;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;13 | Residuos de la recuperación de suelos y de aguas subterráneas;19 13 08 | Residuos de líquidos acuosos y concentrados acuosos procedentes de la recuperación de aguas subterráneas, distintos de los especificados en el código 19 13 07
20 01 01;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón
20 01 02;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio
20 01 08;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 08 | Residuos biodegradables de cocinas y restaurantes
20 01 10;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 10 | Ropa
20 01 11;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 11 | Tejidos
20 01 25;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 25 | Aceites y grasas comestibles
20 01 28;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 28 | Pinturas, tintas, adhesivos y resinas distintos de los especificados en el código 20 01 27
20 01 30;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 30 | Detergentes distintos de los especificados en el código 20 01 29
20 01 32;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 32 | Medicamentos distintos de los especificados en el código 20 01 31
20 01 34;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 34 | Baterías y acumuladores distintos de los especificados en el código 20 01 33
20 01 36;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 36 | Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35
20 01 38;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 38 | Madera distinta de la especificada en el código 20 01 37
20 01 39;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos
20 01 40;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales
20 01 41;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 41 | Residuos del deshollinado de chimeneas
20 01 99;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría
20 02 01;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);20 02 01 | Residuos biodegradables
20 02 02;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);20 02 02 | Tierra y piedras
20 02 03;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);20 02 03 | Otros residuos no biodegradables
20 03 01;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales
20 03 02;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 02 | Residuos de mercados
20 03 03;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 03 | Residuos de limpieza viaria
20 03 04;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 04 | Lodos de fosas sépticas
20 03 06;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 06 | Residuos de la limpieza de alcantarillas
20 03 07;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 07 | Residuos voluminosos (incluidos muebles)
20 03 99;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 99 | Residuos municipales no especificados en otra categoría
21 01 01;21 | Acuicultura y Pesca;01 | Residuos de plantas de procesamiento de peces de acuicultura;21 01 01 | Residuos orgánicos (ejemplo como vísceras, escamas, carne, espinas, entre otros)
21 01 02;21 | Acuicultura y Pesca;01 | Residuos de plantas de procesamiento de peces de acuicultura;"21 01 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos, sangre entre otros; e inorgánicos)."
21 01 03;21 | Acuicultura y Pesca;01 | Residuos de plantas de procesamiento de peces de acuicultura;21 01 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 02 01;21 | Acuicultura y Pesca;02 | Residuos de plantas de procesamiento de moluscos y otras especies de cultivo;"21 02 01 | Residuos orgánicos (ejemplo como conchas, algas, carne, entre otros; incluye mortalidad)"
21 02 02;21 | Acuicultura y Pesca;02 | Residuos de plantas de procesamiento de moluscos y otras especies de cultivo;21 02 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos e inorgánicos)
21 02 03;21 | Acuicultura y Pesca;02 | Residuos de plantas de procesamiento de moluscos y otras especies de cultivo;21 02 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 03 01;21 | Acuicultura y Pesca;03 | Residuos de plantas de procesamiento de algas de cultivo;21 03 01 | Residuos orgánicos (incluye vegetal, conchas, restos de especies marinas)
21 03 02;21 | Acuicultura y Pesca;03 | Residuos de plantas de procesamiento de algas de cultivo;21 03 02 | Residuos de hidrocoloides (carragenina, alginatos, agar)
21 03 03;21 | Acuicultura y Pesca;03 | Residuos de plantas de procesamiento de algas de cultivo;21 03 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 04 01;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 01 | Residuos orgánicos (ej: fouling (incrustaciones biológicas), mortalidad, vísceras, eliminación productiva)
21 04 02;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 02 | Residuos de boyas y flotadores (incluye poliestireno expandido)
21 04 03;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 03 | Residuos de redes y cabos
21 04 04;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 04 | Residuos de plásticos (HDPE, PEE, PETE, PVC) excepto planzas, boyas, flotadores, redes y cabos.
21 04 05;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 05 | Residuos de planzas
21 04 06;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 06 | Residuos metálicos (incluye jaulas, pasillos y estructuras del centro de cultivo)
21 04 07;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 07 | Residuos orgánicos retenidos (heces, alimento no consumido, y/o lodos)
21 04 08;21 | Acuicultura y Pesca;04 | Residuos de cultivos de peces;21 04 08 | Materiales inadecuados para el consumo o la elaboración (ejemplo como pellets)
21 05 01;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 01 | Residuos orgánicos (ejemplo como conchas, algas, fouling)
21 05 02;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 02 | Residuos de boyas y flotadores (incluye poliestireno expandido)
21 05 03;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 03 | Residuos de redes y cabos (por ejemplo: cuelgas, colectores, línea madre, entre otros)
21 05 04;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 04 | Residuos de plásticos (HDPE, PEE, PETE, PVC) excepto boyas, flotadores, redes y cabos
21 05 05;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 05 | Residuos metálicos (incluye linternas, jaulas, pasillos y estructuras del centro de cultivo)
21 05 06;21 | Acuicultura y Pesca;05 | Residuos de cultivos de moluscos y otras especies;21 05 06 | Materiales inadecuados para el consumo o la elaboración (ejemplo como pellets)
21 06 01;21 | Acuicultura y Pesca;06 | Residuos de cultivos de algas;21 06 01 | Residuos orgánicos (ejemplo como conchas, algas, fouling)
21 06 02;21 | Acuicultura y Pesca;06 | Residuos de cultivos de algas;21 06 02 | Residuos de boyas y flotadores (incluye poliestireno expandido)
21 06 03;21 | Acuicultura y Pesca;06 | Residuos de cultivos de algas;21 06 03 | Residuos de redes y cabos (incluye líneas de cultivo)
21 06 04;21 | Acuicultura y Pesca;06 | Residuos de cultivos de algas;21 06 04 | Residuos de plásticos (HDPE, PEE, PETE, PVC) excepto boyas, flotadores, redes y cabos
21 06 05;21 | Acuicultura y Pesca;06 | Residuos de cultivos de algas;21 06 05 | Residuos metálicos (incluye quechas, estructuras entre otros)
21 07 01;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;"21 07 01 | Residuos orgánicos (ejemplo como conchas, algas, carne, entre otros; incluye mortalidad)"
21 07 02;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 02 | Residuos de boyas y flotadores (incluye poliestireno expandido)
21 07 03;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 03 | Residuos de redes y cabos
21 07 04;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 04 | Residuos de plásticos (HDPE, PEE, PETE, PVC) excepto planzas, boyas, flotadores, redes y cabos
21 07 05;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 05 | Residuos planzas
21 07 06;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 06 | Residuos metálicos (incluye quechas, estructuras, entre otros)
21 07 07;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 07 | Residuos de fibra de vidrio 
21 07 08;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 08 | Lodos de lavado, desinfección y limpieza 
21 07 09;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 09 | Lodos orgánicos (ejemplo fecas y alimento no consumido)
21 07 10;21 | Acuicultura y Pesca;07 | Residuos de piscicultura y hatchery;21 07 10 | Materiales inadecuados para el consumo o la elaboración (ejemplo como pellets)
21 08 01;21 | Acuicultura y Pesca;08 | Residuos de extracción de recursos hidrobiológicos (captura y recolección);21 08 01 | Residuos orgánicos (ejemplo como conchas, algas, carne, entre otros)
21 08 02;21 | Acuicultura y Pesca;08 | Residuos de extracción de recursos hidrobiológicos (captura y recolección);21 08 02 | Residuos de boyas y flotadores (incluye poliestireno expandido)
21 08 03;21 | Acuicultura y Pesca;08 | Residuos de extracción de recursos hidrobiológicos (captura y recolección);21 08 03 | Residuos de redes y cabos
21 08 04;21 | Acuicultura y Pesca;08 | Residuos de extracción de recursos hidrobiológicos (captura y recolección);21 08 04 | Residuos metálicos (incluye anzuelos, entre otros)
21 09 01;21 | Acuicultura y Pesca;09 | Residuos de plantas de procesamiento de peces de extracción;21 09 01 | Residuos orgánicos (ejemplo como vísceras, escamas, carne, espinas, entre otros.)
21 09 02;21 | Acuicultura y Pesca;09 | Residuos de plantas de procesamiento de peces de extracción;21 09 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos e inorgánicos)
21 09 03;21 | Acuicultura y Pesca;09 | Residuos de plantas de procesamiento de peces de extracción;21 09 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 10 01;21 | Acuicultura y Pesca;10 | Residuos de plantas de procesamiento de algas provenientes de la recolección;21 10 01 | Residuos orgánicos (incluye vegetal, conchas, restos de especies marinas)
21 10 02;21 | Acuicultura y Pesca;10 | Residuos de plantas de procesamiento de algas provenientes de la recolección;21 10 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos e inorgánicos)
21 10 03;21 | Acuicultura y Pesca;10 | Residuos de plantas de procesamiento de algas provenientes de la recolección;21 10 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 11 01;21 | Acuicultura y Pesca;11 | Residuos de plantas de procesamiento de moluscos y otras especies provenientes de la extracción;21 11 01 | Residuos orgánicos (ejemplo como conchas, algas, carne, entre otros)
21 11 02;21 | Acuicultura y Pesca;11 | Residuos de plantas de procesamiento de moluscos y otras especies provenientes de la extracción;21 11 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos e inorgánicos)
21 11 03;21 | Acuicultura y Pesca;11 | Residuos de plantas de procesamiento de moluscos y otras especies provenientes de la extracción;21 11 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
21 12 01;21 | Acuicultura y Pesca;12 | Residuos de plantas de procesamiento de crustáceos provenientes de la extracción;21 12 01 | Residuos orgánicos (ejemplo como conchas, cáscara calcárea, algas, carne, entre otros)
21 12 02;21 | Acuicultura y Pesca;12 | Residuos de plantas de procesamiento de crustáceos provenientes de la extracción;21 12 02 | Lodos de lavado y limpieza (incluye residuos líquidos orgánicos e inorgánico)
21 12 03;21 | Acuicultura y Pesca;12 | Residuos de plantas de procesamiento de crustáceos provenientes de la extracción;21 12 03 | Materiales inadecuados para el consumo o la elaboración (ejemplo como merma)
